Season,Team,Position,Player,Injury Type,Cap Hit,Chip,Games Missed
2009/10,Edmonton,F,"Brule, Gilbert",Flu,$0.800m,$29k,3
2009/10,Edmonton,F,"Brule, Gilbert",Flu,$0.800m,$68k,7
2009/10,Edmonton,F,"Comrie, Mike",Flu,$1.250m,$30k,2
2009/10,Edmonton,F,"Comrie, Mike",Flu,$1.250m,$46k,3
2009/10,Edmonton,F,"Comrie, Mike",Illness,$1.250m,$457k,30
2009/10,Edmonton,F,"Comrie, Mike",Undisclosed,$1.250m,$30k,2
2009/10,Edmonton,F,"Gagner, Sam",Hip,$1.625m,$178k,9
2009/10,Edmonton,F,"Gagner, Sam",Knee,$1.625m,$79k,4
2009/10,Edmonton,F,"Gagner, Sam",Lower body,$1.625m,$20k,1
2009/10,Edmonton,F,"Hemsky, Ales",Flu,$4.100m,$50k,1
2009/10,Edmonton,F,"Hemsky, Ales",Shoulder,$4.100m,"$2,950k",59
2009/10,Edmonton,F,"Horcoff, Shawn",Flu,$5.500m,$67k,1
2009/10,Edmonton,F,"Horcoff, Shawn",Shoulder,$5.500m,$268k,4
2009/10,Edmonton,F,"Jacques, Jean-Francois",Back,$0.525m,$45k,7
2009/10,Edmonton,F,"Jacques, Jean-Francois",Back,$0.525m,$147k,23
2009/10,Edmonton,F,"Jones, Ryan",Knee,$0.975m,$143k,12
2009/10,Edmonton,F,"Moreau, Ethan",Ankle,$2.000m,$24k,1
2009/10,Edmonton,F,"Moreau, Ethan",Neck,$2.000m,$98k,4
2009/10,Edmonton,F,"Nilsson, Robert",Concussion,$2.000m,$244k,10
2009/10,Edmonton,F,"Nilsson, Robert",Dizziness,$2.000m,$49k,2
2009/10,Edmonton,F,"O'Sullivan, Patrick",Hand,$2.925m,$250k,7
2009/10,Edmonton,F,"Pisani, Fernando",Back,$2.500m,$396k,13
2009/10,Edmonton,F,"Pisani, Fernando",Flu,$2.500m,$30k,1
2009/10,Edmonton,F,"Pisani, Fernando",Groin,$2.500m,$61k,2
2009/10,Edmonton,F,"Pisani, Fernando",Illness,$2.500m,$701k,23
2009/10,Edmonton,F,"Pisani, Fernando",Undisclosed,$2.500m,$30k,1
2009/10,Edmonton,F,"Pouliot, Marc",Pubic bone,$0.825m,$443k,44
2009/10,Edmonton,F,"Stone, Ryan",Knee,$0.600m,$139k,19
2009/10,Edmonton,F,"Stone, Ryan",Knee,$0.600m,$263k,36
2009/10,Edmonton,D,"Chorney, Taylor",Ankle,$0.942m,$138k,12
2009/10,Edmonton,D,"Grebeshkov, Denis",Knee,$3.150m,$499k,13
2009/10,Edmonton,D,"Peckham, Theo",Shoulder,$0.600m,$73k,10
2009/10,Edmonton,D,"Smid, Ladislav",Arm,$1.350m,$132k,8
2009/10,Edmonton,D,"Smid, Ladislav",Illness,$1.350m,$33k,2
2009/10,Edmonton,D,"Smid, Ladislav",Neck,$1.350m,$346k,21
2009/10,Edmonton,D,"Souray, Sheldon",Concussion,$5.400m,"$1,054k",16
2009/10,Edmonton,D,"Souray, Sheldon",Hand,$5.400m,"$1,910k",29
2009/10,Edmonton,D,"Staios, Steve",Concussion,$2.700m,$362k,11
2009/10,Edmonton,D,"Staios, Steve",Head,$2.700m,$33k,1
2009/10,Edmonton,D,"Staios, Steve",Head,$2.700m,$329k,10
2009/10,Edmonton,D,"Visnovsky, Lubomir",Ankle,$5.600m,$205k,3
2009/10,Edmonton,D,"Visnovsky, Lubomir",Flu,$5.600m,$137k,2
2009/10,Edmonton,G,"Dubnyk, Devan",Illness,$0.700m,$9k,1
2009/10,Edmonton,G,"Khabibulin, Nikolai",Back,$3.750m,"$2,790k",61
2009/10,Florida,F,"Bitz, Byron",Elbow,$0.688m,$67k,8
2009/10,Florida,F,"Bitz, Byron",Lower body,$0.688m,$34k,4
2009/10,Florida,F,"Booth, David",Concussion,$4.250m,$466k,9
2009/10,Florida,F,"Booth, David",Concussion,$4.250m,"$2,332k",45
2009/10,Florida,F,"Campbell, Gregory",Foot,$0.763m,$112k,12
2009/10,Florida,F,"Campbell, Gregory",Head,$0.763m,$56k,6
2009/10,Florida,F,"Campbell, Gregory",Upper body,$0.763m,$28k,3
2009/10,Florida,F,"Dvorak, Radek",Knee,$1.700m,$124k,6
2009/10,Florida,F,"Horton, Nathan",Leg,$4.000m,$829k,17
2009/10,Florida,F,"Kreps, Kamil",Foot,$0.683m,$17k,2
2009/10,Florida,F,"Kreps, Kamil",Shoulder,$0.683m,$33k,4
2009/10,Florida,F,"McArdle, Kenndal",Shoulder,$0.850m,$270k,26
2009/10,Florida,F,"Moore, Dominic",Abdominal,$1.100m,$13k,1
2009/10,Florida,F,"Moore, Dominic",Nose,$1.100m,$67k,5
2009/10,Florida,F,"Olesz, Rostislav",Finger,$3.125m,$38k,1
2009/10,Florida,F,"Olesz, Rostislav",Flu,$3.125m,$38k,1
2009/10,Florida,F,"Olesz, Rostislav",Hand,$3.125m,$76k,2
2009/10,Florida,F,"Oreskovich, Victor",Lower body,$0.575m,$7k,1
2009/10,Florida,F,"Stillman, Cory",Back,$3.533m,$172k,4
2009/10,Florida,F,"Stillman, Cory",Knee,$3.533m,$862k,20
2009/10,Florida,F,"Tarnasky, Nick",Lower body,$0.525m,$32k,5
2009/10,Florida,F,"Tarnasky, Nick",Orbital bone,$0.525m,$250k,39
2009/10,Florida,F,"Weiss, Stephen",Lower body,$3.100m,$38k,1
2009/10,Florida,D,"Allen, Bryan",Knee,$2.900m,$35k,1
2009/10,Florida,D,"Allen, Bryan",Ribs,$2.900m,$71k,2
2009/10,Florida,D,"Kulikov, Dmitry",Knee,$1.325m,$226k,14
2009/10,Florida,G,"Vokoun, Tomas",Back,$5.700m,$209k,3
2009/10,Florida,G,"Vokoun, Tomas",Ear,$5.700m,$139k,2
2009/10,Los Angeles,F,"Halpern, Jeff",Upper body,$2.000m,$73k,3
2009/10,Los Angeles,F,"Loktionov, Andrei",Shoulder,$0.875m,$512k,48
2009/10,Los Angeles,F,"Segal, Brandon",Knee,$0.550m,$60k,9
2009/10,Los Angeles,F,"Simmonds, Wayne",Knee,$0.822m,$40k,4
2009/10,Los Angeles,F,"Smyth, Ryan",Upper body,$6.250m,"$1,143k",15
2009/10,Los Angeles,F,"Stoll, Jarret",Groin,$3.600m,$307k,7
2009/10,Los Angeles,F,"Stoll, Jarret",Lower body,$3.600m,$88k,2
2009/10,Los Angeles,F,"Williams, Justin",Leg,$3.500m,"$1,195k",28
2009/10,Los Angeles,F,"Williams, Justin",Lower body,$3.500m,$213k,5
2009/10,Los Angeles,D,"Drewiske, Davis",Shoulder,$0.525m,$96k,15
2009/10,Los Angeles,D,"Greene, Matt",Lower body,$2.950m,$144k,4
2009/10,Los Angeles,D,"Greene, Matt",Upper body,$2.950m,$72k,2
2009/10,Los Angeles,D,"Johnson, Jack",Ankle,$1.425m,$17k,1
2009/10,Los Angeles,D,"Johnson, Jack",Arm,$1.425m,$17k,1
2009/10,Los Angeles,D,"Jones, Randy",Elbow,$1.375m,$17k,1
2009/10,Los Angeles,D,"Jones, Randy",Neck,$1.375m,$134k,8
2009/10,Los Angeles,D,"Martinez, Alec",Ankle,$0.875m,$235k,22
2009/10,Los Angeles,D,"Scuderi, Rob",Lower body,$3.400m,$373k,9
2009/10,Los Angeles,G,"Ersberg, Erik",Back,$0.750m,$27k,3
2009/10,Minnesota,F,"Belanger, Eric",Flu,$1.750m,$21k,1
2009/10,Minnesota,F,"Boogaard, Derek",Concussion,$0.875m,$53k,5
2009/10,Minnesota,F,"Boogaard, Derek",Facial,$0.875m,$53k,5
2009/10,Minnesota,F,"Boogaard, Derek",Flu,$0.875m,$21k,2
2009/10,Minnesota,F,"Boogaard, Derek",Hamstring,$0.875m,$11k,1
2009/10,Minnesota,F,"Boogaard, Derek",Illness,$0.875m,$21k,2
2009/10,Minnesota,F,"Bouchard, Pierre-Marc",Concussion,$4.080m,"$4,030k",81
2009/10,Minnesota,F,"Clutterbuck, Cal",Ankle,$0.726m,$44k,5
2009/10,Minnesota,F,"Clutterbuck, Cal",Flu,$0.726m,$18k,2
2009/10,Minnesota,F,"Clutterbuck, Cal",Leg,$0.726m,$9k,1
2009/10,Minnesota,F,"Earl, Robbie",Flu,$0.550m,$7k,1
2009/10,Minnesota,F,"Ebbett, Andrew",Concussion,$0.500m,$30k,5
2009/10,Minnesota,F,"Ebbett, Andrew",Finger,$0.500m,$37k,6
2009/10,Minnesota,F,"Havlat, Martin",Groin,$5.000m,$122k,2
2009/10,Minnesota,F,"Havlat, Martin",Hamstring,$5.000m,$122k,2
2009/10,Minnesota,F,"Havlat, Martin",Hamstring,$5.000m,$244k,4
2009/10,Minnesota,F,"Havlat, Martin",Illness,$5.000m,$61k,1
2009/10,Minnesota,F,"Kobasew, Chuck",Knee,$2.333m,$142k,5
2009/10,Minnesota,F,"Kobasew, Chuck",Knee,$2.333m,$654k,23
2009/10,Minnesota,F,"Kobasew, Chuck",Upper body,$2.333m,$114k,4
2009/10,Minnesota,F,"Koivu, Mikko",Arm,$3.250m,$79k,2
2009/10,Minnesota,F,"Latendresse, Guillaume",Back,$0.803m,$20k,2
2009/10,Minnesota,F,"Latendresse, Guillaume",Flu,$0.803m,$29k,3
2009/10,Minnesota,F,"Miettinen, Antti",Illness,$2.333m,$85k,3
2009/10,Minnesota,F,"Nolan, Owen",Leg,$2.750m,$34k,1
2009/10,Minnesota,F,"Nolan, Owen",Leg,$2.750m,$101k,3
2009/10,Minnesota,F,"Nolan, Owen",Leg,$2.750m,$134k,4
2009/10,Minnesota,F,"Nolan, Owen",Lower body,$2.750m,$34k,1
2009/10,Minnesota,F,"Pouliot, Benoit",Groin,$0.803m,$10k,1
2009/10,Minnesota,F,"Pouliot, Benoit",Wrist,$0.803m,$29k,3
2009/10,Minnesota,F,"Sykora, Petr",Concussion,$1.600m,$468k,24
2009/10,Minnesota,F,"Sykora, Petr",Groin,$1.600m,$98k,5
2009/10,Minnesota,D,"Barker, Cam",Ankle,$3.083m,$113k,3
2009/10,Minnesota,D,"Burns, Brent",Concussion,$3.550m,"$1,255k",29
2009/10,Minnesota,D,"Burns, Brent",Hip,$3.550m,$260k,6
2009/10,Minnesota,D,"Hnidy, Shane",Leg,$0.750m,$101k,11
2009/10,Minnesota,D,"Johnsson, Kim",Upper body,$4.850m,$414k,7
2009/10,Minnesota,D,"Schultz, Nick",Leg,$3.500m,$85k,2
2009/10,Minnesota,D,"Stoner, Clayton",Groin,$0.666m,$16k,2
2009/10,Minnesota,D,"Stoner, Clayton",Groin,$0.666m,$146k,18
2009/10,Minnesota,D,"Zanon, Greg",Ankle,$1.933m,$24k,1
2009/10,Minnesota,D,"Zidlicky, Marek",Arm,$3.350m,$123k,3
2009/10,Minnesota,G,"Backstrom, Niklas",Back,$6.000m,$366k,5
2009/10,Minnesota,G,"Backstrom, Niklas",Groin,$6.000m,$366k,5
2009/10,Minnesota,G,"Harding, Josh",Hip,$1.100m,$40k,3
2009/10,Minnesota,G,"Harding, Josh",Hip,$1.100m,$94k,7
2009/10,Minnesota,G,"Harding, Josh",Lower body,$1.100m,$40k,3
2009/10,Montreal,F,"Cammalleri, Mike",Knee,$6.000m,"$1,244k",17
2009/10,Montreal,F,"Chipchura, Kyle",Shoulder,$0.500m,$12k,2
2009/10,Montreal,F,"D'Agostini, Matt",Concussion,$0.500m,$79k,13
2009/10,Montreal,F,"Gionta, Brian",Foot,$5.000m,"$1,280k",21
2009/10,Montreal,F,"Gomez, Scott",Groin,$7.357m,$359k,4
2009/10,Montreal,F,"Kostitsyn, Andrei",Knee,$3.250m,$793k,20
2009/10,Montreal,F,"Kostitsyn, Andrei",Leg,$3.250m,$119k,3
2009/10,Montreal,F,"Kostitsyn, Sergei",Lower body,$0.817m,$10k,1
2009/10,Montreal,F,"Kostitsyn, Sergei",Lower body,$0.817m,$100k,10
2009/10,Montreal,F,"Laraque, George",Back,$1.500m,$146k,8
2009/10,Montreal,F,"Laraque, George",Upper body,$1.500m,$18k,1
2009/10,Montreal,F,"Metropolit, Glen",Ribs,$1.000m,$73k,6
2009/10,Montreal,F,"Metropolit, Glen",Shoulder,$1.000m,$73k,6
2009/10,Montreal,F,"Moen, Travis",Facial,$1.500m,$18k,1
2009/10,Montreal,F,"Pouliot, Benoit",Upper body,$0.803m,$49k,5
2009/10,Montreal,F,"Pouliot, Benoit",Wrist,$0.803m,$78k,8
2009/10,Montreal,D,"Bergeron, Marc-Andre",Lower body,$0.750m,$137k,15
2009/10,Montreal,D,"Gill, Hal",Foot,$2.250m,$384k,14
2009/10,Montreal,D,"Hamrlik, Roman",Knee,$5.500m,$402k,6
2009/10,Montreal,D,"Mara, Paul",Hand,$1.675m,$102k,5
2009/10,Montreal,D,"Mara, Paul",Shoulder,$1.675m,$388k,19
2009/10,Montreal,D,"Mara, Paul",Upper body,$1.675m,$102k,5
2009/10,Montreal,D,"Mara, Paul",Upper body,$1.675m,$225k,11
2009/10,Montreal,D,"Markov, Andrei",Ankle,$5.750m,"$2,454k",35
2009/10,Montreal,D,"Markov, Andrei",Lower body,$5.750m,$140k,2
2009/10,Montreal,D,"O'Byrne, Ryan",Knee,$0.942m,$218k,19
2009/10,Montreal,D,"Spacek, Jaroslav",Flu,$3.833m,$140k,3
2009/10,Montreal,D,"Spacek, Jaroslav",Lower body,$3.833m,$93k,2
2009/10,Montreal,D,"Spacek, Jaroslav",Upper body,$3.833m,$140k,3
2009/10,Nashville,F,"Arnott, Jason",Arm,$4.500m,$329k,6
2009/10,Nashville,F,"Arnott, Jason",Head,$4.500m,$439k,8
2009/10,Nashville,F,"Arnott, Jason",Upper body,$4.500m,$55k,1
2009/10,Nashville,F,"Arnott, Jason",Upper body,$4.500m,$220k,4
2009/10,Nashville,F,"Belak, Wade",Foot,$0.650m,$32k,4
2009/10,Nashville,F,"Belak, Wade",Groin,$0.650m,$16k,2
2009/10,Nashville,F,"Dumont, J.P.",Flu,$4.000m,$49k,1
2009/10,Nashville,F,"Dumont, J.P.",Head,$4.000m,$195k,4
2009/10,Nashville,F,"Dumont, J.P.",Upper body,$4.000m,$146k,3
2009/10,Nashville,F,"Erat, Martin",Knee,$4.500m,$220k,4
2009/10,Nashville,F,"Erat, Martin",Lower body,$4.500m,$55k,1
2009/10,Nashville,F,"Erat, Martin",Lower body,$4.500m,$165k,3
2009/10,Nashville,F,"Goc, Marcel",Upper body,$0.550m,$20k,3
2009/10,Nashville,F,"Goc, Marcel",Upper body,$0.550m,$27k,4
2009/10,Nashville,F,"Hornqvist, Patric",Upper body,$0.713m,$9k,1
2009/10,Nashville,F,"Scatchard, Dave",Upper body,$0.550m,$20k,3
2009/10,Nashville,F,"Smithson, Jerred",Foot,$0.763m,$19k,2
2009/10,Nashville,F,"Smithson, Jerred",Hand,$0.763m,$102k,11
2009/10,Nashville,F,"Tootoo, Jordin",Foot,$0.975m,$202k,17
2009/10,Nashville,F,"Tootoo, Jordin",Groin,$0.975m,$155k,13
2009/10,Nashville,F,"Ward, Joel",Groin,$1.500m,$37k,2
2009/10,Nashville,F,"Ward, Joel",Groin,$1.500m,$55k,3
2009/10,Nashville,F,"Ward, Joel",Lower body,$1.500m,$37k,2
2009/10,Nashville,F,"Ward, Joel",Upper body,$1.500m,$73k,4
2009/10,Nashville,F,"Wilson, Colin",Groin,$1.725m,$231k,11
2009/10,Nashville,D,"Bouillon, Francis",Flu,$0.750m,$9k,1
2009/10,Nashville,D,"Franson, Cody",Ribs,$0.694m,$76k,9
2009/10,Nashville,D,"Grebeshkov, Denis",Lower body,$3.150m,$653k,17
2009/10,Nashville,D,"Hamhuis, Dan",Upper body,$2.000m,$98k,4
2009/10,Nashville,D,"Klein, Kevin",Head,$0.650m,$8k,1
2009/10,Nashville,D,"Weber, Shea",Arm,$4.500m,$110k,2
2009/10,Nashville,D,"Weber, Shea",Foot,$4.500m,$110k,2
2009/10,New Jersey,F,"Clarkson, David",Leg,$0.838m,$133k,13
2009/10,New Jersey,F,"Clarkson, David",Leg,$0.838m,$235k,23
2009/10,New Jersey,F,"Elias, Patrik",Groin,$6.000m,$951k,13
2009/10,New Jersey,F,"Elias, Patrik",Head,$6.000m,$805k,11
2009/10,New Jersey,F,"Letourneau-Leblond, Pierre-Luc",Upper body,$0.525m,$19k,6
2009/10,New Jersey,F,"Letourneau-Leblond, Pierre-Luc",Upper body,$0.525m,$32k,5
2009/10,New Jersey,F,"McAmmond, Dean",Illness,$0.500m,$24k,4
2009/10,New Jersey,F,"Niedermayer, Rob",Upper body,$1.000m,$134k,11
2009/10,New Jersey,F,"Pandolfo, Jay",Shoulder,$2.500m,$518k,17
2009/10,New Jersey,F,"Parise, Zach",Upper body,$3.125m,$38k,1
2009/10,New Jersey,F,"Pelley, Rod",Lower body,$0.550m,$34k,5
2009/10,New Jersey,F,"Pikkarainen, Ilkka",Flu,$0.500m,$12k,2
2009/10,New Jersey,F,"Pikkarainen, Ilkka",Illness,$0.500m,$6k,1
2009/10,New Jersey,F,"Rolston, Brian",Undisclosed,$5.063m,$62k,1
2009/10,New Jersey,F,"Zharkov, Vladimir",Lower body,$0.850m,$10k,1
2009/10,New Jersey,F,"Zubrus, Dainius",Illness,$3.400m,$41k,1
2009/10,New Jersey,F,"Zubrus, Dainius",Leg,$3.400m,"$1,244k",30
2009/10,New Jersey,D,"Fraser, Mark",Head,$0.500m,$49k,8
2009/10,New Jersey,D,"Martin, Paul",Arm,$3.833m,"$2,758k",59
2009/10,New Jersey,D,"Mottau, Mike",Flu,$0.763m,$9k,1
2009/10,New Jersey,D,"Mottau, Mike",Hip,$0.763m,$9k,1
2009/10,New Jersey,D,"Oduya, Johnny",Groin,$3.000m,$549k,15
2009/10,New Jersey,D,"Salmela, Anssi",Concussion,$0.613m,$15k,2
2009/10,New Jersey,D,"Salvador, Bryce",Lower body,$2.900m,$106k,3
2009/10,NY Islanders,F,"Bailey, Josh",Facial,$1.725m,$42k,2
2009/10,NY Islanders,F,"Bailey, Josh",Upper body,$1.725m,$126k,6
2009/10,NY Islanders,F,"Bergenheim, Sean",Ribs,$0.863m,$168k,16
2009/10,NY Islanders,F,"Comeau, Blake",Facial,$0.650m,$8k,1
2009/10,NY Islanders,F,"Comeau, Blake",Foot,$0.650m,$24k,3
2009/10,NY Islanders,F,"Comeau, Blake",Illness,$0.650m,$8k,1
2009/10,NY Islanders,F,"Hunter, Trent",Chest,$2.000m,$366k,15
2009/10,NY Islanders,F,"Hunter, Trent",Upper body,$2.000m,$146k,6
2009/10,NY Islanders,F,"Jackman, Tim",Hip,$0.550m,$54k,8
2009/10,NY Islanders,F,"Jackman, Tim",Orbital bone,$0.550m,$134k,20
2009/10,NY Islanders,F,"Nielsen, Frans",Knee,$0.525m,$38k,6
2009/10,NY Islanders,F,"Okposo, Kyle",Illness,$1.672m,$20k,1
2009/10,NY Islanders,F,"Okposo, Kyle",Undisclosed,$1.672m,$20k,1
2009/10,NY Islanders,F,"Park, Richard",Eye,$0.750m,$9k,1
2009/10,NY Islanders,F,"Schremp, Rob",Knee,$0.715m,$140k,16
2009/10,NY Islanders,F,"Tambellini, Jeff",Groin,$0.588m,$7k,1
2009/10,NY Islanders,F,"Thompson, Nate",Shoulder,$0.550m,$20k,3
2009/10,NY Islanders,F,"Weight, Doug",Groin,$2.200m,$27k,1
2009/10,NY Islanders,F,"Weight, Doug",Illness,$2.200m,$80k,3
2009/10,NY Islanders,F,"Weight, Doug",Shoulder,$2.200m,$27k,1
2009/10,NY Islanders,F,"Weight, Doug",Shoulder,$2.200m,$402k,15
2009/10,NY Islanders,F,"Weight, Doug",Upper body,$2.200m,$671k,25
2009/10,NY Islanders,D,"Gervais, Bruno",Groin,$0.741m,$45k,5
2009/10,NY Islanders,D,"Hillen, Jack",Jaw,$0.525m,$58k,9
2009/10,NY Islanders,D,"Kohn, Dustin",Concussion,$0.850m,$93k,9
2009/10,NY Islanders,D,"MacDonald, Andrew",Foot,$0.483m,$71k,12
2009/10,NY Islanders,D,"Martinek, Radek",Knee,$1.500m,"$1,207k",66
2009/10,NY Islanders,D,"Sutton, Andy",Groin,$3.000m,$220k,6
2009/10,NY Islanders,D,"Witt, Brendan",Leg,$3.000m,$402k,11
2009/10,NY Islanders,G,"DiPietro, Rick",Flu,$4.500m,"$1,207k",22
2009/10,NY Islanders,G,"DiPietro, Rick",Knee,$4.500m,"$1,811k",33
2009/10,NY Rangers,F,"Avery, Sean",Knee,$1.938m,$24k,1
2009/10,NY Rangers,F,"Avery, Sean",Knee,$1.938m,$95k,4
2009/10,NY Rangers,F,"Avery, Sean",Knee,$1.938m,$165k,7
2009/10,NY Rangers,F,"Boyle, Brian",Foot,$0.525m,$58k,9
2009/10,NY Rangers,F,"Boyle, Brian",Undisclosed,$0.525m,$6k,1
2009/10,NY Rangers,F,"Brashear, Donald",Hamstring,$1.400m,$102k,6
2009/10,NY Rangers,F,"Brashear, Donald",Hand,$1.400m,$34k,2
2009/10,NY Rangers,F,"Brashear, Donald",Soreness,$1.400m,$17k,1
2009/10,NY Rangers,F,"Brashear, Donald",Wrist,$1.400m,$17k,1
2009/10,NY Rangers,F,"Callahan, Ryan",Leg,$2.300m,$28k,1
2009/10,NY Rangers,F,"Callahan, Ryan",Leg,$2.300m,$112k,4
2009/10,NY Rangers,F,"Drury, Chris",Concussion,$7.050m,$430k,5
2009/10,NY Rangers,F,"Dubinsky, Brandon",Hand,$1.850m,$293k,13
2009/10,NY Rangers,F,"Gaborik, Marian",Leg,$7.500m,$91k,1
2009/10,NY Rangers,F,"Gaborik, Marian",Leg,$7.500m,$183k,2
2009/10,NY Rangers,F,"Gaborik, Marian",Leg,$7.500m,$274k,3
2009/10,NY Rangers,F,"Higgins, Chris",Ankle,$2.250m,$27k,1
2009/10,NY Rangers,F,"Kotalik, Ales",Undisclosed,$3.000m,$37k,1
2009/10,NY Rangers,F,"Prospal, Vinny",Knee,$1.150m,$98k,7
2009/10,NY Rangers,D,"Del Zotto, Michael",Chest,$1.088m,$27k,2
2009/10,NY Rangers,D,"Redden, Wade",Shoulder,$6.500m,$396k,5
2009/10,Ottawa,F,"Alfredsson, Daniel",Flu,$4.875m,$59k,1
2009/10,Ottawa,F,"Alfredsson, Daniel",Shoulder,$4.875m,$654k,11
2009/10,Ottawa,F,"Donovan, Shean",Knee,$0.625m,$130k,17
2009/10,Ottawa,F,"Fisher, Mike",Upper body,$4.200m,$51k,1
2009/10,Ottawa,F,"Fisher, Mike",Upper body,$4.200m,$102k,2
2009/10,Ottawa,F,"Foligno, Nick",Knee,$0.850m,$73k,7
2009/10,Ottawa,F,"Foligno, Nick",Leg,$0.850m,$135k,13
2009/10,Ottawa,F,"Kelly, Chris",Undisclosed,$2.125m,$26k,1
2009/10,Ottawa,F,"Kovalev, Alexei",Knee,$5.000m,$61k,1
2009/10,Ottawa,F,"Kovalev, Alexei",Lower body,$5.000m,$61k,1
2009/10,Ottawa,F,"Michalek, Milan",Head,$4.333m,$370k,7
2009/10,Ottawa,F,"Michalek, Milan",Leg,$4.333m,$476k,9
2009/10,Ottawa,F,"Neil, Chris",Knee,$2.000m,$341k,14
2009/10,Ottawa,F,"Regin, Peter",Flu,$0.608m,$7k,1
2009/10,Ottawa,F,"Regin, Peter",Upper body,$0.608m,$22k,3
2009/10,Ottawa,F,"Shannon, Ryan",Concussion,$0.600m,$22k,3
2009/10,Ottawa,F,"Spezza, Jason",Knee,$7.000m,"$1,707k",20
2009/10,Ottawa,F,"Spezza, Jason",Upper body,$7.000m,$171k,2
2009/10,Ottawa,F,"Winchester, Jesse",Knee,$0.550m,$54k,8
2009/10,Ottawa,F,"Winchester, Jesse",Knee,$0.550m,$74k,11
2009/10,Ottawa,D,"Campoli, Chris",Groin,$0.633m,$15k,2
2009/10,Ottawa,D,"Campoli, Chris",Knee,$0.633m,$62k,8
2009/10,Ottawa,D,"Karlsson, Erik",Upper body,$1.300m,$79k,5
2009/10,Ottawa,D,"Kuba, Filip",Lower body,$3.700m,$271k,6
2009/10,Ottawa,D,"Kuba, Filip",Lower body,$3.700m,$361k,8
2009/10,Ottawa,D,"Kuba, Filip",Lower body,$3.700m,$496k,11
2009/10,Ottawa,D,"Kuba, Filip",Upper body,$3.700m,$180k,4
2009/10,Ottawa,D,"Picard, Alexandre",Upper body,$0.800m,$39k,4
2009/10,Ottawa,D,"Volchenkov, Anton",Elbow,$2.500m,$427k,14
2009/10,Ottawa,D,"Volchenkov, Anton",Upper body,$2.500m,$30k,1
2009/10,Ottawa,G,"Leclaire, Pascal",Concussion,$3.800m,$417k,9
2009/10,Ottawa,G,"Leclaire, Pascal",Jaw,$3.800m,$741k,16
2009/10,Philadelphia,F,"Asham, Arron",Oblique,$0.640m,$39k,5
2009/10,Philadelphia,F,"Betts, Blair",Shoulder,$0.550m,$47k,7
2009/10,Philadelphia,F,"Betts, Blair",Shoulder,$0.550m,$80k,12
2009/10,Philadelphia,F,"Briere, Daniel",Flu,$6.500m,$79k,1
2009/10,Philadelphia,F,"Briere, Daniel",Leg,$6.500m,$317k,4
2009/10,Philadelphia,F,"Carter, Jeff",Foot,$5.000m,$488k,8
2009/10,Philadelphia,F,"Gagne, Simon",Groin,$5.250m,"$1,537k",24
2009/10,Philadelphia,F,"Hartnell, Scott",Flu,$4.200m,$51k,1
2009/10,Philadelphia,F,"Powe, Darroll",Foot,$0.520m,$13k,2
2009/10,Philadelphia,F,"Powe, Darroll",Shoulder,$0.520m,$101k,16
2009/10,Philadelphia,F,"Ross, Jared",Head,$0.500m,$262k,43
2009/10,Philadelphia,F,"van Riemsdyk, James",Flu,$1.654m,$20k,1
2009/10,Philadelphia,F,"van Riemsdyk, James",Head,$1.654m,$40k,2
2009/10,Philadelphia,F,"van Riemsdyk, James",Knee,$1.654m,$20k,1
2009/10,Philadelphia,D,"Bartulis, Oskars",Groin,$0.517m,$25k,4
2009/10,Philadelphia,D,"Carle, Matt",Lower body,$3.438m,$84k,2
2009/10,Philadelphia,D,"Coburn, Braydon",Ankle,$1.300m,$16k,1
2009/10,Philadelphia,D,"Parent, Ryan",Groin,$0.855m,$31k,3
2009/10,Philadelphia,D,"Parent, Ryan",Groin,$0.855m,$42k,4
2009/10,Philadelphia,D,"Parent, Ryan",Lower body,$0.855m,$250k,24
2009/10,Philadelphia,D,"Syvret, Danny",Upper body,$0.575m,$105k,15
2009/10,Philadelphia,D,"Tollefsen, Ole-Kristian",Concussion,$0.600m,$117k,16
2009/10,Philadelphia,D,"Tollefsen, Ole-Kristian",Knee,$0.600m,$102k,14
2009/10,Philadelphia,D,"Rathje, Mike",Groin,$3.500m,"$3,500k",82
2009/10,Philadelphia,G,"Backlund, Johan",Groin,$0.800m,$68k,7
2009/10,Philadelphia,G,"Boucher, Brian",Finger,$0.925m,$11k,1
2009/10,Philadelphia,G,"Boucher, Brian",Lower body,$0.925m,$34k,3
2009/10,Philadelphia,G,"Emery, Ray",Abdominal,$1.500m,$311k,17
2009/10,Philadelphia,G,"Emery, Ray",Groin,$1.500m,$512k,28
2009/10,Philadelphia,G,"Leighton, Michael",Ankle,$0.300m,$48k,13
2009/10,Pittsburgh,F,"Cooke, Matt",Head,$1.200m,$15k,1
2009/10,Pittsburgh,F,"Crosby, Sidney",Groin,$8.700m,$106k,1
2009/10,Pittsburgh,F,"Dupuis, Pascal",Facial,$1.400m,$17k,1
2009/10,Pittsburgh,F,"Fedotenko, Ruslan",Knee,$1.800m,$22k,1
2009/10,Pittsburgh,F,"Godard, Eric",Groin,$0.750m,$146k,16
2009/10,Pittsburgh,F,"Guerin, Bill",Back,$2.000m,$73k,3
2009/10,Pittsburgh,F,"Guerin, Bill",Undisclosed,$2.000m,$24k,1
2009/10,Pittsburgh,F,"Kennedy, Tyler",Groin,$0.725m,$18k,2
